DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Accident_Road,Landmark_first,Distance_LandMark_First,Latitude,Longitude
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Damage Only,Hit and Run,No signal lights,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Vattal Nagaraj Road R R Kalyana Mantapa,RR Kalyana Mantapa,20ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Simple Injury,Others,Not at  Junction,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,West park Road Juncation,MLA College,45ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Junction,City/Town,Near office complex,Human Error,Not Applicable,Simple Injury,Others,No signal lights,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Sampige Rd 16 Th Cross,Chamundi Stores,24ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Damage Only,Others,No signal lights,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,West Off Chord Road Vande Matharam Hotel Opposite,Vande Matharam Hotel,50 Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Simple Injury,Hit and Run,Not at  Junction,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Gayathrinagara Main Road SBI Bank near,Ragavendra Juse Center,15ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,1,Road Accidents,More than four arms,City/Town,Open area,Human Error,Yes,Grievous Injury,Hit and Run,Not at  Junction,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Vattal Nagaraj Road sujatha bus stop oppt,sujatha takies,47,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Simple Injury,Hit pedestrian,No signal lights,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Rajajinagara Metro Station,Tata Motors,100 Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,No,Damage Only,Others,Signal lights Automatic,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Malleshwaram 18 Th Cross,Gov College,50 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,1,Road Accidents,T Junction,City/Town,Open area,Human Error,Yes,Simple Injury,Hit and Run,No signal lights,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Rajajinagara 19 Th Main,Canara Bank,45 Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,Not Applicable,Simple Injury,Hit pedestrian,No signal lights,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,14th Cross Margosa Road,Gurunatha And sons,45 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Curves,City/Town,Open area,Human Error,Not Applicable,Grievous Injury,Others,No signal lights,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,11th main 16th cross malleshwaram,Dr halth,8ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,Yes,Grievous Injury,Head on,Not at  Junction,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Dr raj Kumar Road Near Orion Mall,Orion Mall,48ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Circle,City/Town,Open area,Human Error,Yes,Simple Injury,Hit and Run,Signal lights Automatic,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Mahalakshmi Entrence Signal,Panchamuki Arthopedic Hospital,50 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,3,Road Accidents,Narrow road,City/Town,Open area,Human Error,Not Applicable,Simple Injury,Others,Not at  Junction,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,5th cross Malleshwaram undarpass,SSLC Bord,45 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Simple Injury,Hit and Run,Signal lights Automatic,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Navarang Junction,Karnataka Biriyani Hotel,50 Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Simple Injury,Hit and Run,No signal lights,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Raj Kumar Road 10 Th Cross,Krishna Apticles,35 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Simple Injury,Hit pedestrian,No signal lights,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Sampige Road 4 Th Cross,New Brundavana Hotel,40 Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,Not Applicable,Simple Injury,Others,Not at  Junction,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Rajajinagara 19 Th Main 11th cross,Durgashree hotel,12ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2018,1,2,Road Accidents,Curves,City/Town,Near office complex,Human Error,Not Applicable,Grievous Injury,Others,No signal lights,Others,City or Town Road,Bitumen(Tar),Dry,Not Applicable,Clear,Margosa Road 8th cross juncation,Corporation Buliding,25ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Grievous Injury,Hit pedestrian,No signal lights,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Crical Ganapathi Tempal,Ganapathi Tempal,24ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Raj Kumar Road 17th Cross Bridge,ICICI bank,8,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,Yes,Simple Injury,Vehicle to Vehicle,No signal lights,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,RAJAJINAGAR 10 CROSS E BLOCK JUNCTION,10 CROSS,30 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Controlled,Straight and flat,Two way,Bitumen(Tar),Others,Not Applicable,Clear,MKK Road,Geetanjali  Junction,30 ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,No signal lights,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,Woc road 1st Block Service Road,Park,25ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,Not Applicable,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Sriramapura metro station,Ganapathi Tempal,10,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Offset,City/Town,Near Bus stop,Human Error,Not Applicable,Grievous Injury,Not Applicable,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,WOC Road 1st block Flayover,Mahalakshimi Enternces bus stop,45,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Signal lights Automatic,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Vattal Nagaraj Road K B Junction,Railway Quatres,36,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Near Hospital,Human Error,Yes,Simple Injury,Hit pedestrian,No signal lights,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,Cloudnine Hospital Juncation Malleshwaram,Cloudnine Hospital,22,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Vattal Nagaraj Road PF Juncation New Under Pass,Railway Station,48ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Not Applicable,Simple Injury,Hit pedestrian,Not at  Junction,Others,One way,Bitumen(Tar),Dry,Not Applicable,Clear,5th main sriramapura,ranka Pravisan Store,25,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Not at  Junction,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Infornt of malleshwaram Police station,Malleshwaram police station,45ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Simple Injury,Hit pedestrian,Not at  Junction,Others,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Malleshwaram 4th Main MD Block,Abiram Printers,18 Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Near a religious place,Human Error,No,Grievous Injury,Vehicle to Vehicle,No signal lights,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,8th main 15th cross chitrpura math,Chitrpura math,30,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,No,Simple Injury,Hit pedestrian,Police / Manual,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,varalakshmi junction,Aster coaching center,15 ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near a religious place,Human Error,No,Fatal,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Govt Soap Factory Circle Near Parijatha Hotel,Parijatha Tyles,12ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Simple Injury,Hit pedestrian,Not Applicable,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Vattal Nagaraj Road PF Juncation New Under Pass,Sanimahathma tempal,46,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Chandashakar Azaad plyground,Chandashakar Azaad plyground,48,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Not Applicable,Curve,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,CHTTAPURA MATT 15 TH CROSS MALLESWARAM,Chitrpura math,50 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Grievous Injury,Hit pedestrian,Controlled,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,9th cross Junction,Kasturi dhama,5,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Curves,City/Town,Residential area,Human Error,No,Simple Injury,Hit pedestrian,Controlled,Others,One way,Bitumen(Tar),Dry,Not Applicable,Clear,19th main juncation rajajinagar,Fiy Mobiles stores,16,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,Not Applicable,Grievous Injury,Hit pedestrian,Not at  Junction,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Rajajinagara 1 St Block Flyover,Park,38,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near Bus stop,Human Error,Not Applicable,Simple Injury,Vehicle to Vehicle,Not Applicable,Straight and flat,Two way,Concrete,Dry,Not Applicable,Clear,WOC ROAD,MAHALAKSHMI METRO STATION,26 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Controlled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK ROAD,JUNCTION,20FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,13th Cross udupi palimaru mata,palimaru mata,25,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,In bazaar,Human Error,Yes,Fatal,Hit pedestrian,No signal lights,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Sampige Rd 13 Th Cross,Tea Samskruthi Shop,30 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,R P Road Near Railway sation Malleshwaram,malleshwaram Railway Station,20,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Residential area,Human Error,No,Grievous Injury,Hit pedestrian,Not at  Junction,Others,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Near More Super Market Gayatrinagara Main Road,More super market,10,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Hit pedestrian,Signal lights Automatic,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,19th main juncation rajajinagar,Vivo Mobiles Stores,26 ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,No,Simple Injury,Hit pedestrian,Controlled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,RR JUNCTION VATAL NAGRAJ ROAD,BRIDGE,30,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Circle,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,11 cross malleswaram,Mallege appartment,30,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Grievous Injury,Not Applicable,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,8th Main Malleshwaram Rajatha Bhavana,BWSSB Rajatha Bhavana,5,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Hit pedestrian,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK Road Mariyappana palya bus stop,Mariyappa palya bus stop,10ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Cross roads,City/Town,Residential area,Human Error,Yes,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Near harekrishna Park WOC Road,sub register office,50 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Fatal,Hit pedestrian,Not Applicable,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Sampige road,Lakshmi gold palace,25 Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Narrow bridge or culverts,Human Error,No,Simple Injury,Vehicle to Vehicle,Controlled,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK Road,Geetanjali Junction,50,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Not at  Junction,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Malleshwaram Under Pass,Malleshwaram Police Station,30 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,M K K Road Sriramapura Metro Stn,Savisagar Hotel,48Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,Straight and flat,Others,Bitumen(Tar),Others,Not Applicable,Clear,8 TH MAIN MALLESWARAM,QUEEN BOTIC SHOPING CORNER,19 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Circle,City/Town,Residential area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Controlled,Curve,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,Rp road,Sumukha mane,08 mts,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Not Applicable,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,WOC ROAD,PRABHU SWEETS,03 MT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,State Highway,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Raj Kumar Road,MADHULOKA BAR,50 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Near Hospital,Human Error,Yes,Simple Injury,Vehicle to Vehicle,No signal lights,Others,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Varalaksmi nursing Home,Varalaksmi hospital,45ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,Not Applicable,Simple Injury,Hit pedestrian,Not at  Junction,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK Road Kuvempu Metro,Kuvempu Metro,26,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Circle,City/Town,Near office complex,Human Error,Not Applicable,Damage Only,Vehicle to Vehicle,No signal lights,Curve,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Govt Soap Factory Circle Near Metro Station,Metro,38,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,17th Cross 12th & 13th Cross tat sky shop,tata sky shop,8,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,At pedestrian Crossing,Human Error,No,Grievous Injury,Not Applicable,Police / Manual,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,RAJKUMAR ROAD 10 CROSS JUNCTION,RAJKUMAR ROAD 10 CROSS JUNCTON,10 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,SRIRAMPUR MAIN ROAD,KRISHNA FLOOR MILL,50 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Circle,City/Town,In bazaar,Human Error,Yes,Grievous Injury,Hit pedestrian,Not Applicable,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,west park,Venugopal temple,29,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near Bus stop,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Controlled,Straight and flat,Others,Bitumen(Tar),Others,Not Applicable,Clear,RR junction,Railway Quarters,39,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Near Bus stop,Human Error,No,Simple Injury,Hit pedestrian,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,M K K Road,Metro station,30ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,No,Fatal,Hit bicyclist,Controlled,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Vatal nagraj Road,shanimahatma temple,29,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,No,Grievous Injury,Hit pedestrian,No signal lights,Curve,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Infront of ammanni College,Ammanni College,26ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,Not Applicable,Grievous Injury,Hit pedestrian,No signal lights,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Raj Kumar Road SRS travels,SRS Travels,12,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Not Applicable,Damage Only,Vehicle to Vehicle,Signal lights Automatic,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,KB Juncation,Shankarlingapandyana Hotel,30,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Simple Injury,Hit pedestrian,Not at  Junction,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,9th Main Srirampur,Temple,30ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near Petrol Pump,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Kuvempu Metro Station,S Rayal Hotel,42ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Damage Only,Vehicle to Vehicle,Not at  Junction,Others,Service Road,Bitumen(Tar),Dry,Not Applicable,Clear,4th Main 17th Cross Juncation,thertha aprtment,9,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,At pedestrian Crossing,Human Error,Yes,Simple Injury,Hit pedestrian,Controlled,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,sunrise circle,Suprbatha bar,4,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Residential area,Human Error,No,Grievous Injury,Hit pedestrian,No signal lights,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Oklipuram 1st  main nandini bekre,nandini bekare,25,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,No signal lights,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Rajajainagara 12th Cross Near Nandii Milk booth,nandini milk Booth,10,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Vehicle to Vehicle,Police / Manual,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Mahalakshmi Entrance Signal,Mahalakshimi Enternces bus stop,25,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Not Applicable,Damage Only,Vehicle to Vehicle,Signal lights Automatic,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Raj Kumar Road 10 Th Cross,Kadamba Stores,10,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Circle,City/Town,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,Controlled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,west of chord road,soap factior,60,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,Not Applicable,Grievous Injury,Hit pedestrian,No signal lights,Others,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Malleshwaram 10th Cross Sampige road juncation,SVT Stores,18ft,0.0,0.0
